"acquired","bankruptcy","company","company_name","description","industry","ticker"
FALSE,FALSE,"INTERNATIONAL FLAVORS & FRAGRANCES INC. (IFF)","International Flavors & Fragrances Inc.","The company creates flavor and fragrance compounds that are used globally in food, beverage, personal care and household products.","materials","IFF"
FALSE,FALSE,"IDEXX LABORATORIES, INC. (IDXX)","Idexx Laboratories, Inc.","IDEXX provides veterinary products and services primarily for the companion animal veterinary, livestock and poultry, dairy and water testing markets.","pharmaceuticals","IDXX"
TRUE,FALSE,"NYSE EURONEXT (ICE)","Nyse Euronext","Acquired by the IntercontinentalExchange in 2013, NYSE Euronext was a global operator of financial markets and provider of trading solutions.","business services","ICE.ACQ"
FALSE,FALSE,"INTERCONTINENTAL EXCHANGE, INC. (ICE)","Intercontinental Exchange, Inc.","Intercontinental Exchange operates regulated exchanges, clearing houses and listings venues, and provides data services for commodity and financial markets.","business services","ICE"
FALSE,FALSE,"INTERNATIONAL BUSINESS MACHINES CORPORATION (IBM)","International Business Machines Corporation","IBM provides business IT services, such as infrastructure for cloud computing and analytics, application and process management services, as well as related software and server and storage system hardware.","hardware,IT services,software","IBM"
FALSE,FALSE,"IAC/INTERACTIVECORP. (IAC)","Iac/Interactivecorp.","IAC is a media and Internet company comprised of a number of products, such as HomeAdvisor, Vimeo, About.com, and the Match Group of online dating products.","internet","IAC"
FALSE,FALSE,"HUMANA INC. (HUM)","Humana Inc.","Humana provides medical and supplemental insurance plans sold to individuals and employers.","health care","HUM"
FALSE,FALSE,"THE HERSHEY COMPANY (HSY)","The Hershey Company","The Hershey Company is a successor to a business founded in 1894. The company is the largest producer of chocolate in North America, and provides chocolate and non-chocolate confectionery under a number of brand names worldwide.","consumer goods,materials","HSY"
FALSE,FALSE,"HOST HOTELS & RESORTS, INC. (HST)","Host Hotels & Resorts, Inc.","Host operates as a self-managed and self-administered REIT. The company operates a portfolio of luxury and upscale hotels, with the majority located in the U.S.","real estate,REIT","HST"
TRUE,FALSE,"HOSPIRA INC. (HSP)","Hospira Inc.","Acquired by Pfizer in 2015, Hospira was a provider of injectable drugs, such as generic acute-care and oncology injectables, and infusion technologies used by hospitals, clinics, home healthcare providers and long-term care facilities.","health care,pharmaceuticals","HSP"
FALSE,FALSE,"HENRY SCHEIN, INC. (HSIC)","Henry Schein, Inc.","The company distributes more than 100 thousand branded health care products and Henry Schein private brand products, primarily to office-based dental, animal health and medical practitioners.","business services,health care","HSIC"
TRUE,FALSE,"THE HILLSHIRE BRANDS COMPANY (HSH)","The Hillshire Brands Company","Acquired by Tyson Foods in 2014, Hillshire Brands was a manufacturer and marketer of foods under brands such as Jimmy Dean, Hillshire Farm, Van's, Sara Lee, and Aidells.","consumer goods","HSH"
FALSE,FALSE,"HARRIS CORPORATION (HRS)","Harris Corporation","Harris Corporation provides communications systems to the U.S. Department of Defense and other Defense agencies, National Intelligence, Public Safety, and Professional Communications markets.","equipment,hardware,telecommunications","HRS"
FALSE,FALSE,"HORMEL FOODS CORPORATION (HRL)","Hormel Foods Corporation","Hormel Foods Corporation was founded in 1891. The company is engaged in the production and marketing of food products, in particular pork and turkey, in the United States, Australia, Canada, China, Japan, and the Philippines.","consumer goods,materials","HRL"
FALSE,FALSE,"H&R BLOCK, INC. (HRB)","H&R Block, Inc.","H&R Block provides assisted income tax return preparation and digital do-it-yourself tax solutions primarily in the U.S., Canada, andAustralia.","business services,consumer services","HRB"
FALSE,FALSE,"HP INC. (HPQ)","Hp Inc.","HP provides a broad range of technology products and services, including personal computing devices, imaging and printing products, enterprise servers and storage solutions, networking products, technology consulting, outsourcing and support services, and IT operations management.","hardware,IT services","HPQ"
FALSE,FALSE,"HEWLETT PACKARD ENTERPRISE COMPANY (HPE)","Hewlett Packard Enterprise Company","Hewlett Packard Enterprise provides IT infrastructure hardware, software and consulting services.","hardware,IT services,software","HPE"
TRUE,FALSE,"HERCULES INCORPORATED (HPC)","Hercules Incorporated","Hercules makes chemicals used in the paper industry, paint and adhesives, construction materials, food, pharmaceutical, personal care, and other industrial applications.","materials","HPC"
FALSE,FALSE,"HELMERICH & PAYNE, INC. (HP)","Helmerich & Payne, Inc.","Helmerich & Payne is primarily engaged in contract drilling of oil and gas wells, principally in North and South America. The company draws customers primarily from the major oil companies, national oil companies, and larger independent producers.","engineering and construction,energy","HP"
TRUE,FALSE,"STARWOOD HOTEL & RESORTS WORLDWIDE, INC. (HOT)","Starwood Hotel & Resorts Worldwide, Inc.","Starwood operates hotels and resorts around the world. The company derives revenue primarily from hotel operation management fees, franchise fees, and the operation of company-owned hotels.","business services,consumer services","HOT"
FALSE,FALSE,"HONEYWELL INTERNATIONAL INC. (HON)","Honeywell International Inc.","Honeywell is a diversified technology and manufacturing company offering, among others, aerospace products and services, turbochargers, building control, sensing and security products, specialty chemicals, advanced materials, and process technology for refining and petrochemicals.","equipment,manufacturing","HON"
FALSE,FALSE,"HOLOGIC, INC. (HOLX)","Hologic, Inc.","Hologic makes diagnostics products, medical imaging systems and surgical products focusing on women's health.","health care,medical devices","HOLX"
FALSE,FALSE,"HARLEY-DAVIDSON, INC. (HOG)","Harley-Davidson, Inc.","Harley-Davidson was founded in 1903. The company operates in two reportable segments: the Motorcycles segment and the Financial Services segment. The Motorcycles segment designs, manufactures and sells at wholesale Harley-Davidson motorcycles as well as parts, accessories and related services. These products are sold to retail customers through a global network of independent dealers. The Financial Services segment provides wholesale and ","consumer goods","HOG"
TRUE,FALSE,"H. J. HEINZ COMPANY (HNZ)","H. J. Heinz Company","Acquired by Berkshire Hathaway and 3G Capital in June 2013, H. J. Heinz Company had been incorporated in 1900. The company manufactured and marketed an extensive line of food products throughout the world. Principal products included ketchup, condiments and sauces, frozen food, soups, beans and pasta meals, infant nutrition and other processed food products.","consumer goods","HNZ"
FALSE,FALSE,"HILTON WORLDWIDE HOLDINGS INC. (HLT)","Hilton Worldwide Holdings Inc.","Hilton operates hotels, resorts and timeshare properties around the world.","consumer services","HLT"
FALSE,FALSE,"THE HARTFORD FINANCIAL SERVICES GROUP, INC. (HIG)","The Hartford Financial Services Group, Inc.","The Hartford is a holding company for subsidiaries that provide property and casualty insurance, group benefits and mutual funds to individual and business customers in the U.S.","financial company,insurance","HIG"
FALSE,FALSE,"HIBBETT SPORTS, INC. (HIBB)","Hibbett Sports, Inc.","Hibbett Sports operates athletic specialty stores in small and mid-sized markets predominantly in the South, Southwest, Mid-Atlantic and the Midwest regions of the U.S. Company stores are located primarily in strip centers which are frequently influenced by a Wal-Mart store, and offer brand name footwear, apparel, accessories and athletic equipment in a full service environment.","retail","HIBB"
FALSE,FALSE,"HESS CORPORATION (HES)","Hess Corporation","Hess is engaged in exploration, production, transportation, purchase and sale of crude oil and natural gas with production operations located primarily in the U.S., Denmark, Equatorial Guinea, Thailand, Malaysia, and Norway.","energy","HES"
FALSE,FALSE,"THE HOME DEPOT, INC. (HD)","The Home Depot, Inc.","Home Depot is a North American home improvement retailer offering building materials, home improvement products and lawn and garden products, as well as a number of services.","retail","HD"
FALSE,FALSE,"HCP, INC. (HCP)","Hcp, Inc.","HCP is a real estate investment trust (REIT) that invests primarily in real estate serving the healthcare industry in the U.S., including senior housing, post-acute/skilled nursing facilities, life sciences facilities, medical offices and hospitals.","health care,real estate,REIT","HCP"
TRUE,FALSE,"HUDSON CITY BANCORP, INC. (HCBK)","Hudson City Bancorp, Inc.","Acquired by M&T Bank in November 2015, Hudson City Bancorp was a holding company of its only subsidiary, Hudson City Savings Bank. Hudson City Savings was a federally chartered stock savings bank conducting operations throughout the State of New Jersey.","banking,financial company","HCBK"
FALSE,FALSE,"HCA HOLDINGS, INC. (HCA)","Hca Holdings, Inc.","HCA operates general, acute care, and psychiatric hospitals and freestanding surgery centers in the U.S. and the U.K.","health care","HCA"
FALSE,FALSE,"HANESBRANDS INC. (HBI)","Hanesbrands Inc.","Hanesbrands manufactures and markets bras, panties, shapewear, hosiery, men’s underwear, children’s underwear, socks, T-shirts and other apparel under brands including Hanes, Champion, Maidenform, DIM, Playtex, Bali, JMS/Just My Size, L’eggs, Lovable, and Wonderbra.","consumer goods","HBI"
FALSE,FALSE,"HUNTINGTON BANCSHARES INCORPORATED (HBAN)","Huntington Bancshares Incorporated","Huntington Bancshares is a diversified regional bank holding company, providing commercial, small business, consumer, and mortgage banking services, as well as automobile financing, equipment leasing, investment management, trust services, brokerage, and insurance. The company has presence in Ohio, Michigan, Pennsylvania Indiana, and other states.","banking,financial company","HBAN"
FALSE,FALSE,"HASBRO, INC. (HAS)","Hasbro, Inc.","Hasbro produces toys, games, TV programming and motion pictures, digital gaming, and engages in consumer product licensing. Company brands include Magic: The Gathering, Monopoly, Nerf, Play-Doh, and Transformers.","consumer goods","HAS"
TRUE,FALSE,"HARMAN INTERNATIONAL INDUSTRIES, INCORPORATED (HAR)","Harman International Industries, Incorporated","Acquired by Samsung in 2017, Harman provided navigation, entertainment, and audio car systems to automakers and consumers under brands including Harman/Kardon, Infinity, and JBL. The company also made audio, video, lighting, control, and automation solutions for entertainment and enterprise applications, including live concerts, stadiums, and conference centers.","consumer goods,equipment","HAR"
FALSE,FALSE,"HALLIBURTON COMPANY (HAL)","Halliburton Company","Halliburton provides services and products to the upstream oil and natural gas industry. The company serves major, national, and independent oil and natural gas companies throughout the world. Halliburton has two operating segments: Completion and Production delivers cementing, stimulation, intervention, pressure control, specialty chemicals, artificial lift, and well completion products and services; Drilling and Evaluation provides fiel","engineering and construction,energy","HAL"
FALSE,FALSE,"W.W. GRAINGER, INC. (GWW)","W.W. Grainger, Inc.","W.W. Grainger is a distributor of maintenance, repair and operating supplies used by businesses and institutions primarily in the United States and Canada. Products offered include material handling equipment, safety and security supplies, lighting and electrical products, power and hand tools, pumps and plumbing supplies, cleaning and maintenance supplies, building and home inspection supplies, vehicle and fleet components and other item","business services,retail","GWW"
FALSE,FALSE,"THE GOODYEAR TIRE & RUBBER COMPANY (GT)","The Goodyear Tire & Rubber Company","Goodyear was organized in 1898. The company manufactures tires and rubber-related chemicals, and operates tire and auto service center outlets.","consumer services,manufacturing,materials","GT"
FALSE,FALSE,"THE GOLDMAN SACHS GROUP, INC. (GS)","The Goldman Sachs Group, Inc.","Goldman Sachs is a global investment banking, securities and investment management firm that provides a wide range of financial services to clients including corporations, financial institutions, governments and individuals.","banking,financial company,financial services","GS"
FALSE,FALSE,"GARMIN LTD. (GRMN)","Garmin Ltd.","Garmin primarily designs, manufactures, and markets hand-held, wearable, portable and fixed-mount Global Positioning System (GPS) enabled navigation products.","equipment,hardware","GRMN"
FALSE,TRUE,"W. R. GRACE & CO. (GRA)","W. R. Grace & Co.","W. R. Grace & Co. is engaged in the production and sale of specialty chemicals and materials, which include catalysts and products used in refining, petrochemical and other chemical manufacturing applications, and coatings and sealants used in consumer, industrial, pharmaceutical and packaging applications.","materials","GRA"
TRUE,FALSE,"GOODRICH CORPORATION (GR)","Goodrich Corporation","Acquired by United Technologies in 2012, Goodrich Corporation supplied aerospace components, systems and services to the commercial and general aviation markets, as well as defense and space markets.","equipment","GR"
FALSE,FALSE,"THE GAP, INC. (GPS)","The Gap, Inc.","Gap offers apparel, accessories, and personal care products under the Gap, Banana Republic, Old Navy, Athleta, and Intermix brands. The company operates stores in countries including the U.S., Canada, the U.K., France, Japan, Italy, and China, and has franchise agreements with unaffiliated franchisees to operate stores throughout Asia, Australia, Europe, Latin America, the Middle East, and Africa.","retail","GPS"
FALSE,FALSE,"GLOBAL PAYMENTS INC. (GPN)","Global Payments Inc.","Global Payments is a worldwide provider of payment solutions that enable merchants to accept card, electronic, check and digital-based payments at the point of sale. Company offerings include authorization, settlement, and customer support services, chargeback resolution, terminal sales and deployment, consolidated billing and on-line reporting.","business services","GPN"
FALSE,FALSE,"GENUINE PARTS COMPANY (GPC)","Genuine Parts Company","Genuine Parts Company distributes automotive parts and accessory items. The company is the sole member of the National Automotive Parts Association (NAPA), and operates automotive parts distribution centers and automotive parts stores in North America, Australia and New Zealand","retail","GPC"
FALSE,FALSE,"ALPHABET INC. (GOOG)","Alphabet Inc.","Alphabet is a collection of businesses, the largest of which is Google. It also includes Verily, Calico, X, Nest, GV, Google Capital and Access/Google Fiber. Google generates revenues primarily from online advertising. Google's core products include Search, Android, Maps, Chrome, YouTube, Google Play and Gmail.","internet","GOOG"
FALSE,FALSE,"GENWORTH HOLDINGS, INC. (GNW)","Genworth Holdings, Inc.","Genworth Holdings provides mortgage insurance, predominantly insuring prime-based, individually underwritten residential mortgage loans in the U.S., Canada, and Australia, and life insurance, annuities, and long-term care insurance products in the U.S.","financial company,insurance","GNW"
FALSE,FALSE,"GAMESTOP CORP. (GME)","Gamestop Corp.","GameStop operates a network of video game retail stores in the U.S., Australia, Canada and Europe. The company is also an authorized reseller for AT&T, Apple, and Cricket Wireless products.","retail","GME"
FALSE,TRUE,"MOTORS LIQUIDATION COMPANY (LEGACY GENERAL MOTORS CORPORATION) (GM)","Motors Liquidation Company","Motors Liquidation Company (or ""Legacy General Motors Corporation"") filed for bankruptcy protection on June 2, 2009. General Motors Corporation was incorporated in 1916, and was engaged primarily in the worldwide development, production and marketing of cars, trucks and parts.","manufacturing","GM.ACQ"
FALSE,FALSE,"GENERAL MOTORS COMPANY (GM)","General Motors Company","General Motors designs, builds and sells cars, trucks, crossovers and automobile parts worldwide. The company also provides automotive financing services through General Motors Financial Company.","manufacturing","GM"
FALSE,FALSE,"CORNING INCORPORATED (GLW)","Corning Incorporated","Corning traces its origins to a glass business established in 1851. Corning operates in 5 reportable segments: (1) Display Technologies, which manufactures glass substrates for liquid crystal displays (LCDs) used in TVs, notebook computers and flat panel monitors; (2) Optical Communications, which makes optical fiber products for carriers and enterprises; (3) Environmental Technologies, which manufactures ceramic substrates and filters fo","hardware,materials","GLW"
FALSE,FALSE,"GLADSTONE CAPITAL CORPORATION (GLAD)","Gladstone Capital Corporation","Gladstone is a closed-end, non-diversified management investment company, investing in debt and equity securities of established private businesses operating in the United States. In general, its investments in debt securities have a term of no more than seven years.","asset management,financial company","GLAD"
FALSE,FALSE,"GENERAL MILLS, INC. (GIS)","General Mills, Inc.","General Mills manufactures and markets branded consumer foods sold through retail stores, and supplies branded and unbranded food products to the North American foodservice and commercial baking industries. Company products include ready-to-eat cereal, meal kits, ethnic meals, pizza, soup, frozen breakfast and entrees, snacks, yogurt, ice cream, baking mixes and refrigerated and frozen dough.","consumer goods","GIS"
FALSE,FALSE,"GILEAD SCIENCES, INC. (GILD)","Gilead Sciences, Inc.","Gilead is a research-based biopharmaceutical company that discovers, develops and commercializes medicines, with focus on human immunodeficiency virus (HIV), liver diseases such as chronic hepatitis C and chronic hepatitis B, cardiovascular disease, hematology/oncology and respiratory diseases.","health care,pharmaceuticals","GILD"
FALSE,FALSE,"GRAHAM HOLDINGS COMPANY (GHC)","Graham Holdings Company","Graham Holdings is primarily a diversified education and media company. The company’s Kaplan subsidiary provides higher education and test preparation services. The company owns and operates TV broadcasting stations, Slate and Foreign Policy magazines.","consumer services,media","GHC"
FALSE,TRUE,"GENERAL GROWTH PROPERTIES, INC (GGP)","General Growth Properties, Inc","Prior to seeking Chapter 11 bankruptcy protection in 2009, General Growth Properties operated as a real estate investment trust (REIT) with ownership interest in regional shopping malls, planned communities and commercial office buildings. In 2010, the company reorganized and split itself into two separate and independent corporations: the new GGP, which is a shopping mall owner and operator, and The Howard Hughes Corporation, which consi","real estate,REIT","GGP"
TRUE,FALSE,"GGP INC. (GGP)","Ggp Inc.","Prior to its 2018 acquisition by Brookfield Property Partners, GGP was a self-administered and self-managed real estate investment trust (REIT) that owned and operated shopping malls and urban retail properties in the U.S.","real estate,REIT","GGPI"
TRUE,FALSE,"GENZYME CORP (GENZ)","Genzyme Corp","Acquired by Sanofi-Aventis in 2011, Genzyme was a biotechnology company with a product portfolio addressing rare genetic disease disorders, renal disease, orthopedics, cancer, transplant and immune disease, and diagnostic and predictive testing.","health care,pharmaceuticals","GENZ"
FALSE,FALSE,"GENERAL ELECTRIC COMPANY (GE)","General Electric Company","GE is a diversified conglomerate with products and services ranging from aircraft engines, power generation and oil and gas production equipment to medical imaging, financing and industrial products.","conglomerate,consumer goods,equipment,health care,media,medical devices","GE"
FALSE,FALSE,"GENERAL DYNAMICS CORPORATION (GD)","General Dynamics Corporation","General Dynamics is a global aerospace and defense company that offers a portfolio of products and services in business aviation; combat vehicles, weapons systems and munitions; command, control, communications, computers, intelligence, surveillance and reconnaissance solutions; and shipbuilding.","engineering and construction,equipment","GD"
FALSE,FALSE,"GANNETT CO., INC. (GCI)","Gannett Co., Inc.","Gannett operations comprise USA TODAY, as well as daily and non-daily local publications in the U.S. and the U.K.","media","GCI"
FALSE,FALSE,"AGL RESOURCES INC. (GAS)","Agl Resources Inc.","","energy","AGL"
TRUE,FALSE,"NICOR INC (GAS)","Nicor Inc","Acquired by AGL Resources in December 2010, Nicor was a holding company whose primary business was gas distribution.","transportation,utility","GAS"
FALSE,FALSE,"FORTIVE CORPORATION (FTV)","Fortive Corporation","Fortive makes professional test tools, thermal imaging and calibration equipment for electrical utility and industrial applications, and provides solutions for fuel dispensing, remote fuel management, and point-of-sale and payment systems.","equipment","FTV"
FALSE,FALSE,"FRONTIER COMMUNICATIONS CORPORATION (FTR)","Frontier Communications Corporation","Frontier is an Incumbent Local Exchange Carrier in the U.S, providing Internet access, video and voice services to residential and business customers.","telecommunications","FTR"
TRUE,FALSE,"FMC TECHNOLOGIES, INC. (FTI)","Fmc Technologies, Inc.","Acquired by Technip in 2016, FMC Technologies was a technology provider for the energy industry. The company designed, manufactured and serviced subsea oil and gas production and processing systems, surface wellhead production systems, high pressure fluid control equipment, measurement solutions and marine loading systems for the energy industry.","energy,equipment","FTI"
FALSE,FALSE,"FIRST SOLAR, INC. (FSLR)","First Solar, Inc.","The company designs, manufactures, and sells photovoltaic (PV) solar modules with thin-film semiconductor technology, and provides operations and maintenance services to PV system owners, such as utilities.","energy,equipment","FSLR"
TRUE,FALSE,"FOREST LABORATORIES, INC. (FRX)","Forest Laboratories, Inc.","Acquired by Actavis in 2014, Forest Laboratories developed and sold branded prescription drugs.","health care,pharmaceuticals","FRX"
FALSE,FALSE,"FEDERAL REALTY INVESTMENT TRUST (FRT)","Federal Realty Investment Trust","The company is a real estate investment trust (REIT) that owns and manages retail and mixed-use properties in metropolitan markets in the Northeast and Mid-Atlantic regions of the U.S., as well as in California and South Florida.","real estate,REIT","FRT"
FALSE,FALSE,"TWENTY-FIRST CENTURY FOX, INC. (FOX)","Twenty-First Century Fox, Inc.","Twenty-First Century Fox is a diversified global media and entertainment company with operations in cable network programming, TV, and filmed entertainment.","internet,media","FOX"
FALSE,FALSE,"FOSSIL GROUP, INC. (FOSL)","Fossil Group, Inc.","Fossil designs and markets consumer fashion accessories. Principal offerings include men's and women's fashion watches and jewelry, handbags, small leather goods, belts, sunglasses and soft accessories. The company distributes its products through department stores, specialty retail locations, specialty watch and jewelry stores, company-owned retail and outlet stores, and online. Wholesale customers include Amazon.com, Dillard's, JCPenney","consumer goods,retail","FOSL"
FALSE,TRUE,"FEDERAL NATIONAL MORTGAGE ASSOCIATION (FNMA)","Federal National Mortgage Association","Federal Housing Finance Agency (""Fannie Mae"") is a government-sponsored enterprise chartered by Congress in 1938 with the mission to support liquidity and stability in the secondary mortgage market, and to increase the supply of affordable housing. The charter does not permit to originate loans or lend money directly to consumers in the primary mortgage market. Fannie Mae securitizes mortgage loans originated by other lenders into Fannie ","financial company","FNMA"
FALSE,TRUE,"FEDERAL HOME LOAN MORTGAGE CORPORATION (FMCC)","Federal Home Loan Mortgage Corporation","Federal Home Loan Mortgage Corporation (""Freddie Mac"") is a government sponsored enterprise chartered by Congress in 1970. Its public mission is to provide liquidity, stability, and affordability to the U.S. housing market. The company does this primarily by purchasing residential mortgage loans originated by other lenders, which include mortgage banking companies, commercial banks, community banks, credit unions, other non-depository fin","financial company","FMCC"
FALSE,FALSE,"FMC CORPORATION (FMC)","Fmc Corporation","FMC is a chemical company serving agricultural, consumer and industrial markets. The company operates in 3 business segments: Agricultural Solutions, Health and Nutrition, and Lithium. The Agricultural Solutions segment develops, markets and sells crop protection chemicals – insecticides, herbicides and fungicides. The Health and Nutrition segment provides nutritional and health ingredients and  excipients.The Lithium segment manufactures","materials","FMC"
FALSE,FALSE,"FLOWSERVE CORPORATION (FLS)","Flowserve Corporation","Flowserve manufactures and services pumps, valves, and seals for the oil and gas, chemical, power generation and water management industries.","equipment","FLS"
FALSE,FALSE,"FLUOR CORPORATION (FLR)","Fluor Corporation","Fluor is a professional services firm providing engineering, procurement, construction, fabrication and modularization, commissioning and maintenance as well as project management services to industrial clients in a diverse set of industries, including oil and gas, chemicals and petrochemicals, transportation, mining and metals, power, life sciences and manufacturing. The company also provides services to the U.S. and foreign governments.","engineering and construction","FLR"
FALSE,FALSE,"FLIR SYSTEMS, INC. (FLIR)","Flir Systems, Inc.","FLIR designs and sells off-the-shelf thermal imaging instruments, surveillance systems and components, maritime electronics, and substance detection systems for industrial, military, security, enterprise, environmental, and consumer applications.","equipment","FLIR"
FALSE,FALSE,"FOOT LOCKER, INC. (FL)","Foot Locker, Inc.","Foot Locker is a global retailer of athletically inspired shoes and apparel, primarily operating mall-based stores.","retail","FL"
FALSE,FALSE,"FIFTH THIRD BANCORP (FITB)","Fifth Third Bancorp","Fifth Third Bancorp provides commercial and branch banking, consumer lending, and investment advisory services in the Midwestern and Southeastern regions of the U.S.","banking,financial company","FITB"
FALSE,FALSE,"FISERV, INC. (FISV)","Fiserv, Inc.","Fiserv provides financial services technology to banks, credit unions, investment management firms, leasing companies, retailers and merchants, primarily in the United States. The company provides account processing systems, electronic bill payment and presentment, card-based transaction processing, ACH transaction processing, account-to-account transfers and person-to-person payments, internet and mobile banking, and related services inc","business services,IT services","FISV"
FALSE,FALSE,"FIDELITY NATIONAL INFORMATION SERVICES, INC. (FIS)","Fidelity National Information Services, Inc.","The company offers technology solutions for retail and enterprise banking, payments, capital markets, asset and wealth management, risk and compliance, treasury and insurance, as well as financial consulting and outsourcing services. The company serves the North American regional and community bank market via its Integrated Financial Solutions business segment, and large financial institutions via its Global Financial Solutions segment.","business services,financial company,financial services,IT services","FIS"
FALSE,FALSE,"FEDERATED INVESTORS, INC. (FII)","Federated Investors, Inc.","Federated provides investment management products and services, earning revenue from investment advisory fees. Federated manages mutual funds and separate account products, and markets them to banks, broker/dealers and other financial intermediaries.","asset management,financial company","FII"
FALSE,FALSE,"FIRST HORIZON NATIONAL CORPORATION (FHN)","First Horizon National Corporation","First Horizon is registered as a bank and financial holding company, and provides financial services primarily through its First Tennessee Bank subsidiary, which received its charter in 1864. Services include general banking for consumers, businesses, financial institutions, and governments, fixed income sales and trading, underwriting of securities, loan sales, advisory services, brokerage, correspondent banking, transaction processing, ","banking,financial company","FHN"
FALSE,FALSE,"F5 NETWORKS, INC. (FFIV)","F5 Networks, Inc.","F5 Networks provides software and hardware for Internet Protocol (IP) traffic management, network and application security, access management, and web acceleration. Customers include enterprises, service providers, and governments.","hardware,telecommunications","FFIV"
FALSE,FALSE,"FIRSTENERGY CORP. (FE)","Firstenergy Corp.","FirstEnergy is a holding company with utility operating subsidiaries that provide electricity in Ohio, Pennsylvania, West Virginia, Maryland, New Jersey and New York. Subsidiaries include Ohio Edison Company, The Cleveland Electric Illuminating Company, The Toledo Edison Company, and the Pennsylvania Power Company.","utility","FE"
FALSE,FALSE,"FEDEX CORPORATION (FDX)","Fedex Corporation","FedEx provides transportation, e-commerce and business services that include: (1) FedEx Express, offering time-definite delivery to more than 220 countries; (2) TNT Express, an international express small-package ground delivery and freight transportation company; (3) FedEx Ground, a North American provider of small-package ground delivery services; (4) FedEx Freight, a U.S. provider of less-than-truckload freight services; (5) FedEx Offi","business services,transportation","FDX"
FALSE,FALSE,"FACTSET RESEARCH SYSTEMS INC. (FDS)","Factset Research Systems Inc.","FactSet provides integrated financial information regarding companies and securities, and analytical applications to the investment community. Customers include portfolio managers, research and performance analysts, risk managers, marketing professionals, sell-side equity research professionals, investment bankers and fixed income professionals. Offerings include company and industry analyses, multi-company comparisons, company screening,","business services","FDS"
TRUE,FALSE,"FAMILY DOLLAR STORES, INC. (FDO)","Family Dollar Stores, Inc.","Acquired by Dollar Tree, Inc. in 2015, the company was a national discount retailer operating a chain of general merchandise discount stores, providing low- and middle-income consumers with a selection of consumables, home products, apparel and accessories, seasonal products and electronics at prices under $10.","retail","FDO"
FALSE,FALSE,"FREEPORT-MCMORAN INC. (FCX)","Freeport-Mcmoran Inc.","Freeport-McMoRan is a natural resources company with a portfolio of assets that includes the Grasberg copper and gold deposits in Indonesia; metals mining operations in North and South America; the Tenke Fungurume minerals district in the Democratic Republic of Congo; and U.S. oil and natural gas assets.","materials","FCX"
FALSE,FALSE,"FORTUNE BRANDS HOME & SECURITY, INC. (FBHS)","Fortune Brands Home & Security, Inc.","The company makes branded home and security products, such as Aristokraft, Diamond, and Kitchen Craft cabinets, Moen plumbing, Therma-Tru doors, and Master Lock, American Lock, and SentrySafe safes, locks, and access control solutions.","consumer goods,equipment","FBHS"
FALSE,FALSE,"FACEBOOK, INC. (FB)","Facebook, Inc.","Facebook builds products that enable people to connect and share through mobile devices and personal computers, and generates substantially all of its revenue from selling advertising to marketers. Key products include Facebook, Instagram, Messenger, WhatsApp, and Oculus.","internet","FB"
FALSE,FALSE,"FASTENAL COMPANY (FAST)","Fastenal Company","Fastenal sells industrial and construction supplies through owned stores, primarily in North America. The principal products are threaded fasteners, such as bolts, nuts, screws, studs, and related washers; and miscellaneous supplies and hardware, such as various pins and machinery keys, concrete anchors, metal framing systems, wire rope, strut, rivets, and related accessories. Threaded fasteners are used in most manufactured products and ","retail","FAST"
FALSE,FALSE,"FORD MOTOR COMPANY (F)","Ford Motor Company","Started in 1903, Ford designs, manufactures, markets, finances, and services Ford cars, trucks, SUVs, and electri vehicles, as well as Lincoln luxury vehicles.","manufacturing","F"
FALSE,FALSE,"EXTRA SPACE STORAGE INC. (EXR)","Extra Space Storage Inc.","Extra Space Storage is a self-administered and self-managed real estate investment trust (REIT) that owns and operates self-storage properties.","real estate,REIT","EXR"
FALSE,FALSE,"EXPEDIA, INC. (EXPE)","Expedia, Inc.","Expedia is an online travel company. Its portfolio of brands includes Expedia.com, Hotels.com, Hotwire.com, Orbitz and Travelocity.","internet","EXPE"
FALSE,FALSE,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC. (EXPD)","Expeditors International Of Washington, Inc.","Expeditors provides global logistics services, primarily airfreight, ocean freight, and customs brokerage. As a third party logistics provider, Expeditors purchases cargo space from airlines and ocean shipping lines on a volume basis and resells that space to its customers. The company does not compete for overnight courier or small parcel business and it does not own aircraft or ships.","business services,transportation","EXPD"
FALSE,FALSE,"EXELON CORPORATION (EXC)","Exelon Corporation","Exelon is a utility holding company that generates and sells electricity, natural gas, and renewable energy to wholesale and retail customers primarily in the Mid-Atlantic, Midwest, New England, and New York regions.","utility","EXC"
FALSE,FALSE,"EDWARDS LIFESCIENCES CORPORATION (EW)","Edwards Lifesciences Corporation","Edwards Lifesciences is a medical technology company focused on heart disease and critical illness. Its products include pericardial valves made from biologically inert animal tissue, designed for nonsurgical transcatheter replacement of heart valves; pericardial valves for aortic and mitral surgical valve replacement, and devices for surgical heart valve repair therapy, including annuloplasty rings and systems; and monitoring systems use","health care","EW"
FALSE,FALSE,"ENTERGY CORPORATION (ETR)","Entergy Corporation","Entergy operates a Utility and Wholesale Commodities busines. The Utility business generates, transmits, distributes, and sells electric power in Arkansas, Mississippi, Texas, and Louisiana, including the City of New Orleans. The Wholesale Commodities business owns, operates, and decommissions nuclear power plants in the northern U.S., and sells electric power to wholesale customers.","energy,utility","ETR"
