"acquired","bankruptcy","company","company_name","description","ticker","industry_n","industry"
FALSE,FALSE,"FORD MOTOR COMPANY (F)","Ford Motor Company","Started in 1903, Ford designs, manufactures, markets, finances, and services Ford cars, trucks, SUVs, and electri vehicles, as well as Lincoln luxury vehicles.","F","industry_1","manufacturing"
FALSE,FALSE,"EXTRA SPACE STORAGE INC. (EXR)","Extra Space Storage Inc.","Extra Space Storage is a self-administered and self-managed real estate investment trust (REIT) that owns and operates self-storage properties.","EXR","industry_1","real estate"
FALSE,FALSE,"EXPEDIA, INC. (EXPE)","Expedia, Inc.","Expedia is an online travel company. Its portfolio of brands includes Expedia.com, Hotels.com, Hotwire.com, Orbitz and Travelocity.","EXPE","industry_1","internet"
FALSE,FALSE,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC. (EXPD)","Expeditors International Of Washington, Inc.","Expeditors provides global logistics services, primarily airfreight, ocean freight, and customs brokerage. As a third party logistics provider, Expeditors purchases cargo space from airlines and ocean shipping lines on a volume basis and resells that space to its customers. The company does not compete for overnight courier or small parcel business and it does not own aircraft or ships.","EXPD","industry_1","business services"
FALSE,FALSE,"EXELON CORPORATION (EXC)","Exelon Corporation","Exelon is a utility holding company that generates and sells electricity, natural gas, and renewable energy to wholesale and retail customers primarily in the Mid-Atlantic, Midwest, New England, and New York regions.","EXC","industry_1","utility"
FALSE,FALSE,"EDWARDS LIFESCIENCES CORPORATION (EW)","Edwards Lifesciences Corporation","Edwards Lifesciences is a medical technology company focused on heart disease and critical illness. Its products include pericardial valves made from biologically inert animal tissue, designed for nonsurgical transcatheter replacement of heart valves; pericardial valves for aortic and mitral surgical valve replacement, and devices for surgical heart valve repair therapy, including annuloplasty rings and systems; and monitoring systems use","EW","industry_1","health care"
FALSE,FALSE,"ENTERGY CORPORATION (ETR)","Entergy Corporation","Entergy operates a Utility and Wholesale Commodities busines. The Utility business generates, transmits, distributes, and sells electric power in Arkansas, Mississippi, Texas, and Louisiana, including the City of New Orleans. The Wholesale Commodities business owns, operates, and decommissions nuclear power plants in the northern U.S., and sells electric power to wholesale customers.","ETR","industry_1","energy"
FALSE,FALSE,"EATON CORPORATION PLC (ETN)","Eaton Corporation Plc","Eaton is a power management company. Company products include: electrical systems (circuit breakers, power distribution assemblies, motor starters, diagnostic and metering systems, power management software, surge protection and uninterruptible power devices), hydraulic systems (filtration, industrial clutches and brakes), aerospace products (fuel systems, motion control systems, propulsion sub-systems and cockpit systems for commercial a","ETN","industry_1","equipment"
FALSE,FALSE,"E*TRADE FINANCIAL CORPORATION (ETFC)","E*Trade Financial Corporation","E*TRADE is a financial services company providing brokerage and related products and services primarily to individual retail investors.","ETFC","industry_1","banking"
FALSE,FALSE,"ENSCO ROWAN PLC (ESV)","Ensco Rowan Plc","Ensco is an offshore contract drilling company servicing the oil and gas industry. The company owns and operates an offshore drilling rig fleet that includes drillships, dynamically positioned semisubmersible rigs, moored semisubmersible rigs and jackup rigs. Ensco provides drilling services on a day rate contract basis, with the customer bearing all of the costs of constructing the well, as well as the economic risk of the well.","ESV","industry_1","engineering and construction"
FALSE,FALSE,"ESSEX PROPERTY TRUST, INC. (ESS)","Essex Property Trust, Inc.","Essex is a real estate investment trust (REIT) engaged primarily in the development, ownership, and operation of apartment communities on the West Coast of the U.S.","ESS","industry_1","real estate"
FALSE,FALSE,"EXPRESS SCRIPTS HOLDING COMPANY (ESRX)","Express Scripts Holding Company","The company is a pharmacy benefit management (PBM) provider in the U.A. Its clients include managed care organizations, health insurers, third-party administrators, employers, union-sponsored benefit plans, workers’ compensation plans, government health programs, clinics, and hospitals.","ESRX","industry_1","health care"
FALSE,FALSE,"EVERSOURCE ENERGY (ES)","Eversource Energy","Eversource Energy is a regulated public utility holding company. Wholly owned subsidiaries of the company provide electricity and natural gas in Connecticut, Massachusetts, and New Hampshire.","ES","industry_1","utility"
FALSE,FALSE,"EQT CORPORATION (EQT)","Eqt Corporation","EQT Corporation is engaged in the natural gas production, gathering, transmission and storage in the Appalachian Basin in the U.S.","EQT","industry_1","energy"
FALSE,FALSE,"EQUITY RESIDENTIAL (EQR)","Equity Residential","Equity Residential is a real estate investment trust (REIT) engaged in acquisition, development and management of apartment properties in the U.S.","EQR","industry_1","real estate"
FALSE,FALSE,"EQUINIX, INC. (EQIX)","Equinix, Inc.","Equinix is a real estate investment trust (REIT) that operates data centers, and provides colocation, interconnection, and managed IT infrastructure services.","EQIX","industry_1","IT services"
TRUE,FALSE,"EMBARQ CORPORATION (EQ)","Embarq Corporation","Acquired by CenturyTel in 2008, Embarq provided communications services including local and long distance voice, data, high-speed Internet, satellite video, professional services and communications equipment to consumer and business customers","EQ","industry_1","telecommunications"
TRUE,FALSE,"EL PASO CORPORATION (EP)","El Paso Corporation","Acquired by  Kinder Morgan in 2012, El Paso primarily operated in the natural gas transmission and exploration and production sectors of the energy industry. It owned or had interests in the interstate pipeline system that connected North America's major natural gas producing basins to its major consuming markets. Its exploration and production business focused on the exploration, development and production of gas and oil in the U.S., Bra","EP","industry_1","energy"
FALSE,FALSE,"EOG RESOURCES, INC. (EOG)","Eog Resources, Inc.","EOG Resources explores for, develops, produces and markets crude oil and natural gas primarily in major producing basins in the U.S., Trinidad and Tobago, the U.K., China, and Canada.","EOG","industry_1","energy"
FALSE,FALSE,"ENDO INTERNATIONAL PLC (ENDP)","Endo International Plc","Endo International is a pharmaceutical company focused on pain management, urology, and orthopedics/pediatric endocrinology.","ENDP","industry_1","pharmaceuticals"
FALSE,FALSE,"EMERSON ELECTRIC CO. (EMR)","Emerson Electric Co.","Emerson is a diversified global technology company incorporated in 1890. Emerson is organized into five business segments: (1) Process Management - provides measurement, control and diagnostic capabilities for automated industrial processes producing fuels, chemicals, foods, etc. (2) Industrial Automation - provides integrated manufacturing solutions. (3) Network Power - provides power conditioning and reliability, and environmental contr","EMR","industry_1","consumer goods"
FALSE,FALSE,"EASTMAN CHEMICAL COMPANY (EMN)","Eastman Chemical Company","Eastman Chemical Company is a global specialty chemical company that produces a broad range of advanced materials, chemicals, and fibers. Eastman began business in 1920 for the purpose of producing chemicals for Eastman Kodak Company's photographic business.","EMN","industry_1","materials"
TRUE,FALSE,"EMC CORPORATION (EMC)","Emc Corporation","Acquired by Dell in 2016, EMC operated a portfolio of enterprise information technology businesses providing data storage systems and software, IT consulting, cybersecurity solutions, enterprise content management solutions, and virtualization and cloud infrastructure solutions.","EMC","industry_1","IT services"
FALSE,FALSE,"THE ESTÉE LAUDER COMPANIES INC. (EL)","The Estée Lauder Companies Inc.","Estée Lauder makes skin care, makeup, fragrance and hair care products. Company products are sold under brand names including Estée Lauder, Aramis, Clinique, Origins, Bobbi Brown, La Mer and Aveda. The company is also a licensee for fragrances and cosmetics sold under designer brand names, including Tommy Hilfiger, Donna Karan New York, DKNY, Michael Kors and Tom Ford.","EL","industry_1","consumer goods"
FALSE,FALSE,"EDISON INTERNATIONAL (EIX)","Edison International","Edison International is the holding company of a public utility that supplies electricity in southern California.","EIX","industry_1","utility"
FALSE,FALSE,"EQUIFAX INC. (EFX)","Equifax Inc.","Equifax owns databases of consumer and business information derived from credit, financial, utility payment, employment, income, public record, demographic and marketing data. The company uses statistics and software to provide decision-making support and processing services for clients such as financial institutions, corporations, governments and individuals.","EFX","industry_1","business services"
TRUE,FALSE,"ELECTRONIC DATA SYSTEMS CORPORATION (EDS)","Electronic Data Systems Corporation","Acquired by HP in 2008, EDS provided information technology and business process outsourcing services to clients in the manufacturing, financial services, healthcare, communications, energy, transportation, and consumer and retail industries and to governments around the world.","EDS","industry_1","IT services"
FALSE,FALSE,"CONSOLIDATED EDISON, INC. (ED)","Consolidated Edison, Inc.","Con Edison is a holding company that owns electric, gas and steam utilities in New York City and the states of New York, New Jersey and Pennsylvania, as well as competitive energy businesses selling electricity purchased in wholesale markets to retail customers, and electric and gas transmission projects.","ED","industry_1","utility"
FALSE,FALSE,"ECOLAB INC. (ECL)","Ecolab Inc.","Ecolab provides water treatment, cleaning and sanitizing solutions to large industrial customers in the manufacturing, food and beverage, chemical, mining, and power generation industries; specialized cleaners and sanitizers for kitchens and on-premise laundries in the foodservice, lodging, educational and healthcare industries; infection prevention and surgical solutions to hospitals, medical device manufacturers, and pharmaceutical comp","ECL","industry_1","business services"
FALSE,FALSE,"EBAY INC. (EBAY)","Ebay Inc.","eBay operates 3 platform businesses: Marketplace, StubHub and Classifieds. Marketplace is the online marketplace at ebay.com. StubHub is an online platform for fans to sell and purchase tickets to games, concerts and theater shows. Classifieds is a collection of brands such as Mobile.de, Gumtree, and eBay Classifieds offering online classifieds.","EBAY","industry_1","internet"
FALSE,FALSE,"ELECTRONIC ARTS INC. (EA)","Electronic Arts Inc.","EA provides digital interactive entertainment. The company develops, markets, publishes and distributes games, content and services that can be played by consumers on a variety of platforms, which include consoles such as the PlayStation from Sony and Xbox from Microsoft, PCs, mobile phones and tablets.","EA","industry_1","software"
TRUE,TRUE,"DYNEGY INC. (DYN)","Dynegy Inc.","Dynegy sells electric energy primarily on a wholesale basis from its power generation coal plants in the Midwest and Massachusetts, and natural gas plants in the Midwest, Northeast and California. The company also serves residential, municipal, commercial and industrial customers in Illinois, Ohio and Pennsylvania.","DYN","industry_1","energy"
FALSE,FALSE,"DXC TECHNOLOGY COMPANY (DXC)","Dxc Technology Company","DXC provides information technology services, which include modernization of legacy enterprise applications, use of cloud infrastructure for enterprise applications, data center management, cyber security, big data and mobility solutions, and managed and virtual desktop solutions.","DXC","industry_1","IT services"
FALSE,FALSE,"DOWDUPONT INC. (DWDP)","Dowdupont Inc.","DowDuPont is engaged in the manufacture and sale of chemicals, plastic materials, agricultural products and services, and advanced and specialized materials.","DWDP","industry_1","materials"
FALSE,FALSE,"DEVON ENERGY CORPORATION (DVN)","Devon Energy Corporation","Devon is an energy company engaged in the exploration, development and production of oil, natural gas and NGLs. The company operates in onshore areas in the U.S. and Canada.","DVN","industry_1","energy"
FALSE,FALSE,"DAVITA HEALTHCARE PARTNERS INC. (DVA)","Davita Healthcare Partners Inc.","The company provides kidney dialysis services in the U.S., as well as integrated healthcare delivery and management services in the Western and Southern states, under contracts with various U.S. health plans.","DVA","industry_1","health care"
FALSE,FALSE,"DUKE ENERGY CORPORATION (DUK)","Duke Energy Corporation","Duke Energy operates regulated electric and gas utilities in the Carolinas, Florida, Indiana, Ohio, and in Latin America.","DUK","industry_1","energy"
TRUE,FALSE,"DIRECTV (DTV)","Directv","Acquired by AT&T in 2015, DIRECTV provided digital television entertainment in the U.S. and Latin America, delivered via satellite to residential and commercial subscribers.","DTV","industry_1","media"
FALSE,FALSE,"DTE ENERGY COMPANY (DTE)","Dte Energy Company","DTE Energy operates regulated electrical and gas utilities in Michigan, and is also involved in natural gas pipelines, gathering and storage of natural gas.","DTE","industry_1","energy"
FALSE,FALSE,"DARDEN RESTAURANTS, INC. (DRI)","Darden Restaurants, Inc.","Darden Restaurants is a restaurant company, operating in the U.S. and Canada under the Olive Garden, LongHorn Steakhouse, The Capital Grille, Yard House, Seasons 52, Bahama Breeze, and Eddie V's Prime Seafood and Wildfish Seafood Grille brands.","DRI","industry_1","consumer services"
FALSE,FALSE,"DUKE REALTY CORPORATION (DRE)","Duke Realty Corporation","Duke Realty is a REIT that owns, manages and develops industrial and medical office real estate.","DRE","industry_1","real estate"
TRUE,FALSE,"DR PEPPER SNAPPLE GROUP, INC. (DPS)","Dr Pepper Snapple Group, Inc.","Acquired by Keurig Green Mountain in 2018, Dr Pepper Snapple Group manufactured and distributed branded non-alcoholic beverages in the U.S., Canada and Mexico, including flavored carbonated soft drinks and non-carbonated ready-to-drink teas, juices, juice drinks, water and mixers.","DPS","industry_1","consumer goods"
FALSE,FALSE,"DOVER CORPORATION (DOV)","Dover Corporation","Dover is a diversified equipment manufacturer. The company provides polycrystalline diamond cutters, pumps, plunger lifts, compressor components and electronics for the energy exploration and production customers; precision marking and coding, digital textile printing, and soldering and dispensing equipment; automation components such as clamps, conveyors, pick and place units, and manipulators for industrial applications; and pumps and f","DOV","industry_1","manufacturing"
FALSE,FALSE,"DIAMOND OFFSHORE DRILLING, INC. (DO)","Diamond Offshore Drilling, Inc.","Diamond Offshore provides contract offshore drilling services to the energy industry around the globe with a fleet of semisubmersible offshore rigs, jack-ups, and dynamically positioned drillships.","DO","industry_1","engineering and construction"
FALSE,FALSE,"DENBURY RESOURCES INC. (DNR)","Denbury Resources Inc.","Denbury Resources is an oil and gas producer focused on the Gulf Coast and Rocky Mountain regions of the U.S.","DNR","industry_1","energy"
TRUE,FALSE,"DUN & BRADSTREET CORPORATION (DNB)","Dun & Bradstreet Corporation","Acquired in 2019, Dun & Bradstreet provided commercial data, analytics and insight on businesses used primarily for risk management decisions and sales and marketing.","DNB","industry_1","business services"
FALSE,FALSE,"DOLLAR TREE, INC. (DLTR)","Dollar Tree, Inc.","Dollar Tree operates discount variety retail stores under the names of Dollar Tree, Family Dollar, Dollar Tree Canada, Deals and Dollar Tree Deals.","DLTR","industry_1","retail"
FALSE,FALSE,"DIGITAL REALTY TRUST, INC. (DLR)","Digital Realty Trust, Inc.","Digital Realty Trust is a real estate investment trust (REIT) that owns and operates data centers.","DLR","industry_1","IT services"
FALSE,FALSE,"DELPHI AUTOMOTIVE PLC (DLPH)","Delphi Automotive Plc","Delphi manufactures electrical, powertrain and active safety vehicle components for all of the major automotive original equipment manufacturers in the world.","DLPH","industry_1","manufacturing"
FALSE,FALSE,"DISH NETWORK CORPORATION (DISH)","Dish Network Corporation","DISH Network offers pay-TV and broadband services under the DISH, Sling, and dishNET brands.","DISH","industry_1","telecommunications"
FALSE,FALSE,"DISCOVERY COMMUNICATIONS, INC. (DISCA)","Discovery Communications, Inc.","The company provides pay-TV, broadcast, and online content under brands such as Discovery Channel, TLC and Animal Planet.","DISCA","industry_1","media"
FALSE,FALSE,"THE WALT DISNEY COMPANY (DIS)","The Walt Disney Company","Walt Disney is a diversified worldwide entertainment company. The company owns and operates cable and broadcast television networks such as ESPN, TV production and distribution, domestic TV stations and radio networks and stations. The company also produces and acquires live-action and animated motion pictures and direct-to-video content, licenses intellectual property, such as characters from Disney films, and owns and operates parks and","DIS","industry_1","media"
FALSE,FALSE,"DANAHER CORPORATION (DHR)","Danaher Corporation","Danaher designs, manufactures and markets professional, medical, industrial and commercial products, such as electrical test and measurement instruments, radio frequency signal, distance, pressure and temperature, and thermal imaging instruments; water quality analytical instruments, disinfection systems, and industrial water treatment solutions; fuel dispensers for petroleum and compressed natural gas, point-of-sale and secure electronic","DHR","industry_1","equipment"
FALSE,FALSE,"D.R. HORTON, INC. (DHI)","D.R. Horton, Inc.","D.R. Horton is a U.S. homebuilding company. In addition to constructing and selling homes, the company provides mortgage financing and title agency services to homebuyers.","DHI","industry_1","engineering and construction"
FALSE,FALSE,"QUEST DIAGNOSTICS INCORPORATED (DGX)","Quest Diagnostics Incorporated","Quest Diagnostics provides medical diagnostic services, including clinical laboratory testing of blood chemistry, urinalysis, and allergy test; esoteric molecular diagnostics, protein chemistry, cellular immunology and microbiology tests; and anatomic pathology tests for the diagnosis of cancer and other diseases.","DGX","industry_1","health care"
FALSE,FALSE,"DOLLAR GENERAL CORPORATION (DG)","Dollar General Corporation","Dollar General is a discount retailer in the U.S., offering a broad selection of consumables, seasonal, home products and apparel at low prices.","DG","industry_1","retail"
FALSE,FALSE,"DISCOVER FINANCIAL SERVICES (DFS)","Discover Financial Services","Discover Financial Services is a banking and payment services company that offers credit card loans, private student loans, personal loans, home equity loans and deposit products. The company operates the Discover network that processes transactions for Discover-branded credit cards, the PULSE network that provides electronic funds transfers for ATMs and point-of-sale terminals, and Diners Club, which is a global payments network of finan","DFS","industry_1","banking"
FALSE,FALSE,"DEAN FOODS COMPANY (DF)","Dean Foods Company","Dean Foods manufactures and distributes branded and private label dairy case products such milk, ice cream, cultured dairy products, and creamers, to retailers, distributors, and institutions across the U.S. Company's brands include Berkeley Farms, Country Fresh, DairyPure, Dean’s, Mayfield, McArthur, Meadow Gold, Oak Farms, T.G. Lee, and Tuscan.","DF","industry_1","consumer goods"
TRUE,FALSE,"DELL INC. (DELL)","Dell Inc.","Prior to being taken private by Michael Dell and Silver Lake Partners in 2013, Dell designed, manufactured, and sold a range of products including desktop PCs, notebooks, tablets, servers, networking and storage solutions, as well as software and services.","DELL","industry_1","hardware"
FALSE,FALSE,"DEERE & COMPANY (DE)","Deere & Company","John Deere manufactures, finances, and distributes equipment, such as tractors, combines, excavators, and mowers, primarily for the agriculture, construction and forestry industries.","DE","industry_1","equipment"
FALSE,FALSE,"DILLARD'S, INC. (DDS)","Dillard'S, Inc.","Dillard's is a fashion apparel, cosmetics and home furnishing retailer in the U.S.","DDS","industry_1","retail"
TRUE,FALSE,"E. I. DU PONT DE NEMOURS AND COMPANY (DD)","E. I. Du Pont De Nemours And Company","Founded in 1802, DuPont provides a broad range of products, including: seeds, insecticides, and herbicides for the agriculture industry; materials and systems for photovoltaics, consumer electronics, and displays; enzymes for animal nutrition, detergents, food manufacturing, and ethanol production; ingredients such as cultures and probiotics, emulsifiers, and natural sweeteners for the food industry; packaging and industrial polymers and ","DD","industry_1","materials"
FALSE,FALSE,"DONALDSON COMPANY, INC. (DCI)","Donaldson Company, Inc.","Donaldson Company manufactures and sells air filtration systems, exhaust and emissions systems, hydraulics, fuel, and lube systems for the construction, mining, agriculture, aerospace, defense, and truck markets. The company also sells dust, fume, and mist collectors, compressed air purification systems, and air and gas filtration systems for applications in computer hard disk drives and semiconductor manufacturing.","DCI","industry_1","equipment"
FALSE,TRUE,"DELTA AIR LINES, INC. (DAL)","Delta Air Lines, Inc.","Delta Air Lines provides scheduled air transportation for passengers and cargo. Delta's route network is centered around hubs in Amsterdam, Atlanta, Boston, Detroit, London-Heathrow, Los Angeles, Minneapolis-St. Paul, New York-LaGuardia, New York-JFK, Paris-Charles de Gaulle, Salt Lake City, Seattle and Tokyo-Narita.","DAL","industry_1","transportation"
FALSE,FALSE,"DOMINION ENERGY, INC. (D)","Dominion Energy, Inc.","Dominion is a public utility holding company that provides electricity and natural gas to customers primarily in the Eastern region of the U.S., and operates regulated interstate gas pipelines and storage systems in the Northeast, mid-Atlantic and Midwest states, gathering and processing gas primarily in West Virginia, Ohio and Pennsylvania.","D","industry_1","energy"
FALSE,FALSE,"CONCHO RESOURCES INC. (CXO)","Concho Resources Inc.","Concho explores, develops, and produces oil and gas, focusing on the Permian Basin of Southeast New Mexico and West Texas.","CXO","industry_1","energy"
FALSE,FALSE,"CHEVRON CORPORATION (CVX)","Chevron Corporation","Chevron is an integrated energy and chemicals company. Upstream operations consist primarily of exploring for, developing and producing oil and gas; processing, liquefaction, transportation, and storage of natural gas; and transporting crude oil by pipeline. Downstream operations consist primarily of refining crude oil into petroleum products; marketing and transporting of crude oil and refined products; and manufacturing and marketing of","CVX","industry_1","energy"
FALSE,FALSE,"CVS HEALTH CORPORATION (CVS)","Cvs Health Corporation","CVS operates retail pharmacies and walk-in medical clinics, and is a pharmacy benefits manager for employers, insurance companies, employee groups, health plans and individuals throughout the U.S.","CVS","industry_1","health care"
TRUE,FALSE,"COVENTRY HEALTH CARE INC (CVH)","Coventry Health Care Inc","Acquired by Aetna in May 2013,  Coventry operated health plans, insurance companies and workers' compensation services companies. The company provided risk and fee-based managed care products and services to individuals, employer and government-funded groups, government agencies, and other insurance carriers and administrators.","CVH","industry_1","health care"
TRUE,FALSE,"CONVERGYS CORPORATION (CVG)","Convergys Corporation","Convergys operates over 100 contact centers providing solutions for outsourced sales, customer service, technical support, customer retention, and collections.","CVG","industry_1","IT services"
TRUE,FALSE,"CABLEVISION SYSTEMS CORPORATION (CVC)","Cablevision Systems Corporation","Acquired by Altice N.V., Cablevision was a cable operator in the New York metropolitan area, providing video, high-speed data, and voice over Internet services.","CVC","industry_1","telecommunications"
FALSE,FALSE,"CITRIX SYSTEMS, INC. (CTXS)","Citrix Systems, Inc.","Citrix develops and sells products and services that enable network delivery of software applications. The company offers 
products that virtualize Windows applications and desktops in the datacenter and deliver a cloud-like service to users anywhere on any device. The company also provides products for IT organizations to secure and manage mobile devices, apps and data.","CTXS","industry_1","software"
TRUE,FALSE,"CENTEX CORPORATION (CTX)","Centex Corporation","Acquired by Pulte Homes in 2009, Centex was a residential construction and mortgage lending and services company, engaged in construction and sale of detached and attached single-family homes.","CTX","industry_1","engineering and construction"
FALSE,FALSE,"COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (CTSH)","Cognizant Technology Solutions Corporation","Cognizant provides business, process, operations and IT consulting and outsourcing, application development, systems integration, and enterprise information management services, focusing on the financial services, healthcare, manufacturing, retail, and logistics industries.","CTSH","industry_1","IT services"
FALSE,FALSE,"CENTURYLINK, INC. (CTL)","Centurylink, Inc.","CenturyLink provides communications services including local and long-distance voice, high-speed Internet, colocation, managed and cloud hosting, to residential and business customers.","CTL","industry_1","telecommunications"
FALSE,FALSE,"CINTAS CORPORATION (CTAS)","Cintas Corporation","Cintas provides uniforms, floor care, restroom supplies, and first aid and safety products and services to businesses ranging from small service and manufacturing companies to major corporations that employ thousands of people.","CTAS","industry_1","business services"
FALSE,FALSE,"CSX CORPORATION (CSX)","Csx Corporation","CSX provides railroad transportation services and transport of intermodal containers and trailers, primarily in the Eastern U.S. and Canadian provinces of Ontario and Quebec.","CSX","industry_1","transportation"
TRUE,FALSE,"CSRA INC. (CSRA)","Csra Inc.","CSRA provides information technology services to the U.S. federal government. The Department of Defense is the company's largest customer.","CSRA","industry_1","IT services"
FALSE,FALSE,"CISCO SYSTEMS, INC. (CSCO)","Cisco Systems, Inc.","Cisco designs and sells networking and communications products, including switches; routers; voice, video and data communication and collaboration applications; digital video and interactive set-top boxes, cable modems and service provider solutions; and data center software and hardware,","CSCO","industry_1","hardware"
FALSE,FALSE,"CORVEL CORPORATION (CRVL)","Corvel Corporation","CorVel provides workers’ compensation solutions for employers, third party administrators, insurance companies, and government agencies. Services include claims management, bill review, preferred provider networks, utilization management, case management, pharmacy services, directed care and Medicare services.","CRVL","industry_1","business services"
FALSE,FALSE,"SALESFORCE.COM, INC. (CRM)","Salesforce.Com, Inc.","Salesforce provides enterprise cloud computing solutions, with a focus on customer relationship management, or CRM.","CRM","industry_1","business services"
TRUE,FALSE,"CELERA CORPORATION (CRA)","Celera Corporation","Acquired by Quest Diagnostics in 2011, Celera provided cardiovascular disease clinical laboratory testing services, and developed, manufactured, and oversaw the commercialization of molecular diagnostic products.","CRA","industry_1","health care"
FALSE,FALSE,"CRANE CO. (CR)","Crane Co.","Crane is a diversified manufacturer of industrial products that include valves for the chemical, oil and gas, power, construction, and other industries; payment acceptance products for retail self-checkout, vending, casino gaming, government lotteries, parking and transit fare collection; custom products used in landing systems, sensing and utility systems, fluid management, seat actuation, power and microelectronic applications, and micr","CR","industry_1","equipment"
TRUE,FALSE,"COMPUWARE CORPORATION (CPWR)","Compuware Corporation","Compuware is an enterprise software vendor. Its application monitoring software provides IT teams with a view of application performance, availability, and service levels. Its Mainframe software products support development, maintenance, testing, and data compliance of mainframe applications in the IBM z/OS environment.","CPWR","industry_1","IT services"
FALSE,FALSE,"CAPRI HOLDINGS LIMITED (CPRI)","Capri Holdings Limited","Capri Holdings Limited is a fashion luxury group, consisting of Michael Kors, Versace, and Jimmy Choo brands. The company sells women’s and men’s accessories, footwear, watches, jewelry, eyewear and fragrances.","CPRI","industry_1","consumer goods"
TRUE,TRUE,"CALPINE CORPORATION (CPN)","Calpine Corporation","Acquired in 2018, Calpine sold power, steam, and other energy products and services to utilities, electric system operators, industrial and agricultural companies, municipalities, as well as retail commercial, industrial and residential customers. The company primarily operated natural gas-fired and geothermal power plants in North America, with presence in California, Texas, and the Northeast and Mid-Atlantic regions of the U.S.","CPN","industry_1","energy"
FALSE,FALSE,"CAMPBELL SOUP COMPANY (CPB)","Campbell Soup Company","Campbell Soup Company manufactures and markets branded convenience food products, including Campbell’s condensed and ready-to-serve soups; Swanson broth and stocks; Prego pasta sauces; Pace Mexican sauces; Campbell’s gravies, pasta, beans and dinner sauces; Swanson canned poultry; Plum food and snacks; Pepperidge Farm bakery and frozen products; V8 beverages, and Campbell’s tomato juice.","CPB","industry_1","consumer goods"
TRUE,FALSE,"COVIDIEN PLC (COV)","Covidien Plc","Acquired by Medtronic plc in 2015, Covidien developed, manufactured and sold medical devices, pharmaceuticals, and medical supplies for use in clinical and home settings.","COV","industry_1","health care"
FALSE,FALSE,"COTY INC. (COTY)","Coty Inc.","Coty provides color cosmetics, retail hair coloring and styling products, body care and fragrances.","COTY","industry_1","consumer goods"
FALSE,FALSE,"COSTCO WHOLESALE CORPORATION (COST)","Costco Wholesale Corporation","Costco operates membership warehouses based on the concept that offering low prices on a limited selection of branded and private-label products will produce high sales volumes and rapid inventory turnover. The company operates in the U.S., Canada, the U.K., Mexico, Japan, Australia, Spain, and through majority-owned subsidiaries in Taiwan and Korea.","COST","industry_1","retail"
FALSE,FALSE,"CONOCOPHILLIPS (COP)","Conocophillips","ConocoPhillips is an oil and gas exploration and production company with operations in over 20 countries.","COP","industry_1","energy"
FALSE,FALSE,"THE COOPER COMPANIES, INC. (COO)","The Cooper Companies, Inc.","Cooper makes contact lenses and provides products and services focusing on women's health and in-vitro fertilization.","COO","industry_1","medical devices"
TRUE,FALSE,"ROCKWELL COLLINS, INC. (COL)","Rockwell Collins, Inc.","Acquired by United Technologies in November 2018, Rockwell Collins designed, produced and supported communications and aviation systems for commercial and military customers. Company products included avionics, aircraft cabin electronics, communications and navigation systems, situational awareness and surveillance products, electro-mechanical pilot control solutions, precision targeting, electronic warfare and range and training systems,","COL","industry_1","equipment"
FALSE,FALSE,"CABOT OIL & GAS CORPORATION (COG)","Cabot Oil & Gas Corporation","Cabot is engaged in natural gas and oil development, exploitation, exploration and production in the continental U.S.","COG","industry_1","energy"
FALSE,FALSE,"CAPITAL ONE FINANCIAL CORPORATION (COF)","Capital One Financial Corporation","Capital One is a financial services holding company. Its principal subsidiaries are: Capital One Bank (USA), National Association, offering credit and debit card products, and Capital One, National Association, which offers banking products and financial services to consumers, small businesses and commercial clients.","COF","industry_1","banking"
FALSE,FALSE,"CONSOL ENERGY INC (CNX)","Consol Energy Inc","CONSOL Energy engages in oil and gas exploration and production and coal mining in the Appalachian Basin.","CNX","industry_1","energy"
FALSE,FALSE,"CENTERPOINT ENERGY, INC. (CNP)","Centerpoint Energy, Inc.","CenterPoint is a public utility holding company, whose subsidiaries provide electricity and gas in the Texas Gulf Coast area that includes the city of Houston. The company owns and operates natural gas distribution systems, offering natural gas supplies primarily to commercial and industrial customers and electric and gas utilities.","CNP","industry_1","utility"
FALSE,FALSE,"CNO FINANCIAL GROUP, INC. (CNO)","Cno Financial Group, Inc.","CNO provides health insurance, annuity, and individual life insurance products, focusing on middle-income pre-retiree and retired Americans. The company sells its products through career agents, independent producers, and direct marketing.","CNO","industry_1","financial company"
FALSE,FALSE,"CENTENE CORPORATION (CNC)","Centene Corporation","Centene provides health plan coverage to individuals through government subsidized programs, including Medicaid and the Supplemental Security Income Program, as well as healthcare services to state programs, correctional facilities, healthcare organizations, employer groups and other commercial organizations.","CNC","industry_1","health care"
TRUE,FALSE,"COMVERSE TECHNOLOGY, INC (CMVT)","Comverse Technology, Inc","Acquired by Verint Systems in 2013, Comverse provided prepaid and postpaid billing and customer management software products to wireless, wireline and cable network operators.","CMVT","industry_1","software"
FALSE,FALSE,"CMS ENERGY CORPORATION (CMS)","Cms Energy Corporation","CMS Energy is an energy company operating primarily in Michigan. It is the parent holding company of Consumers, an electric and gas utility, and CMS Enterprises, an independent power producer.","CMS","industry_1","utility"
